FACID,YR,LAT,LON,LLDESC,LLSRC,RDATUM,CDATE
55639,2024,40.568790,98.408020,"entr to west side of facility,~150'SW of west door",GPS-WAAS,83,2006-03-06
55661,2024,40.581380,98.299680,parking lot on north side of facility,GPS-WAAS,83,2013-04-29
55721,2024,40.598810,98.389310,60 feet west of west door to plant,GPS-WAAS,83,2007-04-06
55743,2024,40.569093,98.392745,15' E. of main entrance,GPS-DIF,83,2001-07-31
55846,2024,40.586819,98.387618,"Curbside, 10' E. of front entrance",GPS-DIF,83,2001-07-31
55893,2024,40.287015,98.364234,drive,DIG-DOQ,84,2015-01-05
55915,2024,40.408230,97.995194,drive on Road Q,GOOGLE,84,2016-03-29
56177,2024,40.363930,99.168540,junction of streets,DIG-DOQ,83,2008-12-01
56196,2024,40.222899,100.651402,northwest corner of facility office building,GPS-WAAS,83,2013-03-26
56347,2024,40.500100,101.049750,site,UNKNOWN,83,2012-01-24
56411,2024,40.148000,101.693260,drive,DIG-DOQ,83,2008-07-03
56589,2024,41.096276,100.725970,drive from Newberry Access Rd,GOOGLE,84,2016-03-29
56628,2024,41.091428,102.168986,10' inside W entrance on W side,GPS-DIF,83,2000-04-29
56749,2024,41.217800,101.584900,drive to southernmost garage stall,DIG-DOQ,83,2016-01-19
56782,2024,41.281090,101.809030,drive,DIG-DOQ,83,2016-01-19
56896,2024,41.144557,102.993604,15' E of entrance,GPS-DIF,83,2000-04-29
57252,2024,42.323103,103.073146,east drive from Box Butte Ave,GOOGLE,84,2016-03-29
57442,2024,41.868460,103.645650,west drive,DIG-DOQ,83,2011-04-01
57476,2024,41.327620,96.366010,"visitor parking area S of Hwy 275,N of office bldg",GPS-WAAS,83,2007-04-03
57477,2024,41.516492,96.068143,drive-through lagoon gate,GPS-DIF,83,2000-10-10
57481,2024,41.728264,98.053851,10' E of AVGAS tank,GPS-DIF,83,2000-05-15
57498,2024,42.006111,101.768949,10' E of N entrance,GPS-DIF,83,2000-04-29
57513,2024,41.963772,100.567531,10' W of hangar in parking area,GPS-DIF,83,2000-04-29
57518,2024,40.266610,96.774109,25'S of gas pumps,GPS-DIF,83,2000-04-29
57519,2024,41.247637,97.132602,"20' E of N gate, 20' N of N fence",GPS-DIF,83,2000-04-29
57521,2024,40.148227,97.170699,gate,GPS-DIF,83,2000-06-20
57522,2024,40.968043,96.392738,10' E of office entrance in parking area,GPS-DIF,83,2000-04-29
57523,2024,40.759510,96.703742,drive,DIG-DOQ,83,2013-03-25
57524,2024,41.520216,96.146947,inside gate,GPS-DIF,83,2000-10-10
57526,2024,41.345585,95.989040,drive,DIG-DOQ,83,2013-03-25
57527,2024,42.609699,97.277393,gate,GPS-DIF,83,2001-06-18
57528,2024,42.118817,98.017754,gate,GPS-DIF,83,2000-05-15
57529,2024,42.350260,97.756650,in driveway,GPS-WAAS,83,2008-01-03
57530,2024,41.459670,97.050840,drive,DIG-DOQ,83,2013-03-25
57531,2024,40.075860,98.518490,"east side of Hwy 281, main entrance to facility",GPS-WAAS,83,2007-06-15
57534,2024,41.658472,103.092866,40' S of SE corner of bldg,GPS-DIF,83,2000-04-29
57535,2024,41.096956,102.476568,30' NE front front entrance,GPS-DIF,83,2000-04-29
57536,2024,42.688945,103.403087,At entrance off highway 20,GPS-DIF,83,2001-01-22
57537,2024,42.796250,102.203480,driveway entrance off Hwy 27,GPS-WAAS,83,2006-02-17
57539,2024,41.237146,103.658446,20' S of SE corner of yard,GPS-DIF,83,2000-04-29
57540,2024,41.571907,101.692769,15' S of SE corner bldg,GPS-DIF,83,2000-04-29
57543,2024,40.835910,101.163750,drive,DIG-DOQ,83,2009-05-20
57544,2024,41.984055,100.536338,8'  W of gate entrance,GPS-DIF,83,2000-04-29
57546,2024,41.162460,100.754850,drive,DIG-DOQ,83,2013-03-26
57547,2024,41.142330,101.126640,drive,DIG-DOQ,83,2011-03-15
57548,2024,40.107460,99.366060,drive,DIG-DOQ,83,2013-03-25
57549,2024,40.305690,99.904930,drive,DIG-DOQ,83,2013-03-25
57550,2024,40.061070,101.531240,approximately 10 feet west of main entrance,GPS-WAAS,83,2007-03-20
57551,2024,40.590770,99.864880,south entrance on Highway 23,GPS-WAAS,83,2007-01-04
57553,2024,40.508710,101.643140,drive,DIG-DOQ,83,2013-03-25
57554,2024,40.651940,100.615198,drive,DIG-DOQ,83,2013-03-25
57556,2024,40.199090,100.578090,approximately 25 feet west of front door,GPS-WAAS,83,2006-01-09
57557,2024,40.838840,101.720800,parking lot - east side of office,GPS-WAAS,83,2007-05-31
57559,2024,40.437530,99.392950,east drive,DIG-DOQ,83,2013-09-04
57562,2024,42.535589,98.980998,gate,GPS-DIF,83,2000-04-29
57563,2024,41.885518,98.549419,entrance gate,GPS-DIF,83,2000-04-29
57571,2024,41.084261,96.275547,100'S & 30'E of rest rooms,GPS-DIF,83,2000-04-29
57640,2024,41.037652,96.355212,reservoir for Lincoln water system,GPS-DIF,83,2000-04-29
57743,2024,40.765690,96.696150,entrance to building,GPS-WAAS,83,2013-09-18
57771,2024,40.680754,95.848428,10' W of door,GPS-DIF,83,2000-04-29
57789,2024,41.082640,95.887860,main gate to facility entrance,GPS-WAAS,83,2006-06-22
57809,2024,40.977836,95.917812,approximate location of new WWTF,GOOGLE,84,2021-11-04
57902,2024,41.529460,96.102710,"S sec gate.75Mi S of prop entr on75,outside office",GPS-WAAS,83,2005-10-01
57952,2024,40.227530,100.829870,at front door,GPS-WAAS,83,2006-01-09
57979,2024,41.233130,96.247630,"main entry gate to fac, on the S side Hwy92/275",GPS-WAAS,83,2015-04-02
57993,2024,41.693055,97.470723,gate,GPS-DIF,83,2008-07-24
58027,2024,40.855103,98.348676,Main entrance,GPS-DIF,83,2001-07-31
58029,2024,40.917000,98.386120,fac entr on south sd Old Potash Hwy west of Hwy281,GPS-WAAS,83,2008-11-25
58033,2024,40.772109,98.379229,Parking area E of visitor entrance,GPS-DIF,83,2001-07-31
58034,2024,40.187710,97.577290,10' east of front gate on east side,GPS-WAAS,83,2005-08-22
58048,2024,40.582300,98.316150,Hwy 6 & entrance road,GPS-WAAS,83,2007-04-06
58049,2024,40.582550,98.317917,main drive,DIG-DOQ,83,2014-02-04
58074,2024,40.762740,96.694570,driveway,DIG-DOQ,83,2013-06-28
58085,2024,40.838536,96.755278,entrance to NEARNG Maintenance Hangar,GPS-WAAS,83,2009-09-30
58135,2024,41.120734,101.732288,20' E of SE corner of office bldg,GPS-DIF,83,2000-04-29
58148,2024,41.317408,95.933945,driveway off of Persing Dr (visitor parking),GPS-WAAS,83,2015-05-27
58149,2024,41.451842,97.040315,35' W of office,GPS-DIF,83,2000-08-09
58155,2024,41.344050,95.978270,"main entry door on W side building,20'W of door",GPS-WAAS,83,2006-05-24
58177,2024,40.698610,96.692870,outside main office near center rear of facility,GPS-WAAS,83,2006-01-19
58225,2024,41.223940,96.541227,entrance to plant,GPS-DIF,83,2007-06-15
58237,2024,40.192340,96.975571,20' W of NW corner of office,GPS-DIF,83,2000-06-20
58239,2024,40.492771,98.947819,east drive,DIG-DOQ,83,2016-03-01
58282,2024,42.235841,96.986965,west (main) drive,GOOGLE,84,2016-04-11
58283,2024,42.307882,96.869643,E drive,GPS-DIF,83,2001-06-18
58285,2024,40.819749,98.598469,S. side of elevator across gravel area,GPS-DIF,83,2001-07-31
58292,2024,40.171623,98.446417,drive,DIG-DOQ,84,2015-01-16
58303,2024,40.645023,97.448568,10' NE of NW corner of building,GPS-DIF,83,2000-06-20
58311,2024,40.568750,98.787800,west side scale house (south side railroad tracks),GPS-WAAS,83,2007-08-28
58318,2024,41.167641,98.136170,drive,DIG-DOQ,83,2014-05-29
58323,2024,41.141170,95.936398,15'Nof E side of entrance gate,GPS-DIF,83,2000-04-29
58324,2024,40.717672,97.354701,10' S entrance to office,GPS-DIF,83,2000-04-29
58325,2024,42.681960,102.690220,10 feet north of office door,GPS-WAAS,83,2005-10-20
58328,2024,41.460017,96.495919,25'W & 25'N of office door,GPS-DIF,83,2000-04-29
58330,2024,40.908811,97.107403,front entrance,GPS-DIF,83,2000-04-29
58338,2024,40.606450,98.385840,gate,DIG-DOQ,83,2015-12-17
58339,2024,40.611550,98.351290,just inside entrance gate,GPS-WAAS,83,2006-10-23
58340,2024,40.563026,98.392733,drive,DIG-DOQ,83,2014-02-04
58343,2024,40.621477,95.777920,"entrance gate, 1 mi S Hwy75, 5 mi. E",GPS-DIF,83,2000-04-29
58345,2024,40.583460,98.420320,northwest corner of fenced area at entry gate,GPS-WAAS,83,2008-01-04
58349,2024,40.047322,95.590092,60'N of door,GPS-DIF,83,2000-04-29
58352,2024,41.266500,96.330700,site,GOOGLE,83,2012-01-04
58371,2024,40.464637,98.181832,Quarter Quarter Section Centroid,LEGAL,83,2008-06-19
58387,2024,41.146661,95.948767,at entrance gate,GPS-DIF,83,2000-04-29
58390,2024,41.111856,95.923652,Stratcom (southern) gate,GPS-WAAS,83,2016-11-28
58429,2024,41.438070,97.305470,~50'S of Hwy30 along entr drive NW of the facility,GPS-WAAS,83,2006-07-28
58464,2024,40.112690,101.401620,drive,DIG-DOQ,83,2013-03-07
58475,2024,40.718050,99.378460,50 feet north of weigh station building,GPS-WAAS,83,2006-09-29
58522,2024,40.975750,98.323410,"main entrance to facility, NW of Academy&Fairchild",GPS-WAAS,83,2007-04-02
58562,2024,41.154424,103.658514,50' W of office entrance,GPS-DIF,83,2000-04-29
58567,2024,40.700589,99.045350,15 ft. W of headquarters,GPS-DIF,83,2001-07-31
58600,2024,40.824620,96.693840,facility,GPS-RAW,83,2010-05-28
58601,2024,40.758900,96.648300,site,DIG-DOQ,83,2011-12-28
58615,2024,40.852680,96.747510,site,GPS-WAAS,83,2016-01-19
58631,2024,41.238707,103.666358,30' SW of SW corner of tank,GPS-DIF,83,2000-04-29
58641,2024,40.699491,99.058493,15 ft S of entry,GPS-DIF,83,2001-07-31
58646,2024,40.288681,98.264757,drive to tanks,GOOGLE,84,2025-01-08
58649,2024,41.713936,97.252312,E of propane tank & drive,GPS-DIF,83,2000-08-09
58650,2024,41.828163,97.462276,20' north of scale in facility lot,GPS-DIF,83,2000-05-02
58653,2024,41.693470,97.243000,first drive,DIG-DOQ,83,2008-02-19
58665,2024,40.783150,99.162380,shared drive,DIG-DOQ,83,2012-06-25
58677,2024,41.475130,97.589900,drive to 36262 Hwy 22,DIG-DOQ,83,2009-03-24
58683,2024,40.669315,95.862384,10' S of door,GPS-DIF,83,2000-04-29
58684,2024,40.697144,95.910276,"entrance gate, old 73-75 & bypass 75",GPS-DIF,83,2000-04-29
58713,2024,41.144078,102.976600,20' NW of the W entrance on 11th,GPS-DIF,83,2000-04-29
58714,2024,41.325603,96.033597,driveway,GOOGLE,84,2016-04-11
58715,2024,41.306530,96.120230,drive,DIG-DOQ,83,2008-11-10
58716,2024,41.190344,96.158155,drive from 156 St,GOOGLE,84,2016-04-11
58717,2024,41.190574,96.045185,drive from Harrison St,GOOGLE,84,2016-04-11
58718,2024,41.138330,95.919885,60'S & 10'W of entrance door,GPS-DIF,83,2000-04-29
58719,2024,40.923440,98.341027,Curbside in front of entrance,GPS-DIF,83,2001-07-31
58720,2024,41.137560,100.764075,drive,GOOGLE,84,2016-04-11
58722,2024,40.927047,98.339970,dive on E South Front St,DIG-DOQ,83,2013-03-14
58726,2024,42.120872,98.019522,gate,GPS-DIF,83,2000-05-15
58736,2024,41.141318,100.762740,drive,GOOGLE,84,2016-04-11
58737,2024,40.976380,100.754170,entrance gate on west side of Hwy 83,GPS-WAAS,83,2010-01-11
58738,2024,41.191710,97.521679,gate,GPS-DIF,83,2000-08-09
58743,2024,41.228156,102.993412,drive,GOOGLE,84,2016-04-12
58747,2024,41.169327,100.810763,gate,GOOGLE,84,2016-04-12
58748,2024,41.200960,100.743450,south side of building,GPS-WAAS,83,2006-10-19
58754,2024,42.038928,97.795479,75' east & 150' east of fuel storage tank,GPS-DIF,83,2000-05-02
58767,2024,41.585833,98.889166,gate at RR tracks,GPS-DIF,83,2001-02-03
58782,2024,40.586120,96.274390,drive/gate,DIG-DOQ,83,2015-12-08
58789,2024,41.621548,98.237460,40' N of door,GPS-DIF,83,2000-05-15
58828,2024,41.207786,95.964332,facility entrance to plant,GOOGLE,84,2019-07-29
58832,2024,41.343162,95.957933,,ADDMAT,83,2001-10-22
58863,2024,42.293190,96.835450,"S side Hwy 35,where Hwy 35& facility entrance meet",GPS-WAAS,83,2005-09-19
58903,2024,40.197900,100.630080,approximate location at junction of roads,DIG-DOQ,83,2008-11-21
58904,2024,41.428825,97.331648,"40' N of tanks, SE corner 13th St & 4th Ave",GPS-DIF,83,2014-06-10
58907,2024,42.476187,97.896171,30' W of bulk propane tank,GPS-DIF,83,2001-07-31
58924,2024,41.339202,96.079104,drive,GOOGLE,84,2016-04-11
58951,2024,41.260850,96.024190,southeast corner Target building,DIG-DOQ,83,2013-04-09
58958,2024,41.337811,96.027383,easternmost drive,GOOGLE,84,2016-04-12
58964,2024,41.210850,95.930880,drive,GOOGLE,84,2020-01-06
58984,2024,41.212435,95.967064,main drive on L St,GOOGLE,84,2016-04-12
58986,2024,41.212301,96.127080,drive on L St,GOOGLE,84,2016-04-12
58997,2024,41.214700,96.058600,drive,GOOGLE,83,2013-07-15
59000,2024,41.268801,95.982989,site,GOOGLE,84,2016-04-12
59001,2024,41.301171,95.957024,site,GOOGLE,84,2016-04-12
59002,2024,41.235210,96.124285,driveway to parking lot,GOOGLE,84,2016-04-12
59003,2024,41.270465,96.051248,west drive,GOOGLE,84,2016-04-12
59004,2024,41.207949,95.945693,south drive on 23 St,DIG-DOQ,83,2016-04-12
59006,2024,41.258856,95.941393,approximate southeast corner of building,DIG-DOQ,83,2014-04-23
59014,2024,41.196551,95.944486,drive,GOOGLE,84,2018-11-08
59029,2024,40.169560,100.985050,south gate,DIG-DOQ,83,2013-10-02
59043,2024,40.135127,97.164190,approximate location,GOOGLE,84,2024-08-13
59047,2024,40.522909,97.606078,west drive on 7th St,GOOGLE,84,2016-04-12
59049,2024,40.517423,97.595260,drive to 723 S 13 St from business at 641 S 13 St,GOOGLE,84,2021-10-12
59052,2024,40.868010,98.036420,at the door to the office,GPS-WAAS,83,2006-03-28
59056,2024,41.180280,95.932170,"main entr, ~20' south of door, south side building",GPS-WAAS,83,2005-09-12
59077,2024,40.233140,100.418750,by co-op bldg near former above ground stg tanks,GPS-WAAS,83,2009-09-01
59094,2024,40.896690,97.540240,50' W of entrance gate on County Road O,GPS-WAAS,83,2005-08-19
59097,2024,41.287339,96.048033,south drive,GOOGLE,84,2016-04-12
59121,2024,40.076620,98.518840,"west side Hwy 281 (Webster St), south of RR tracks",GPS-WAAS,83,2007-06-15
59124,2024,41.852880,103.644690,southwest corner of co-op building,GPS-WAAS,83,2006-03-28
59127,2024,41.443269,99.635202,10' E of main tanks,GPS-DIF,83,2009-01-06
59132,2024,40.421816,97.710235,15' NE of door,GPS-DIF,83,2000-06-20
59133,2024,41.144695,102.967560,10' west of the middle of west side of office,GPS-DIF,83,2016-04-19
59135,2024,41.145245,102.982013,25' N of NE corner of bldg,GPS-DIF,83,2000-04-29
59150,2024,40.154684,101.229959,drive,GOOGLE,84,2016-04-19
59153,2024,41.533710,96.468420,entr gate NW cnr prop near Elm & Railroad St inter,GPS-WAAS,83,2005-09-09
59160,2024,40.184150,101.013280,entrance off Hwy 25,GPS-WAAS,83,2006-04-17
59170,2024,41.176671,96.622153,25' E of center of eastern most propane tank,GPS-DIF,83,2000-04-29
59173,2024,40.926103,96.520761,drive,GOOGLE,84,2016-03-14
59181,2024,41.832342,96.702595,main drive,GPS-DIF,83,2001-06-18
59190,2024,40.886664,97.574846,,GPS-DIF,83,2015-01-27
59197,2024,41.165016,96.061015,30'W & 10'S of S end of gates by office,GPS-DIF,83,2000-04-29
59199,2024,41.125642,101.349637,20' NE inside entrance,GPS-DIF,83,2000-04-29
59218,2024,42.870460,100.559248,southwest drive,GOOGLE,84,2016-04-19
59238,2024,41.853745,103.666680,southeasternmost drive,DIG-DOQ,83,2014-07-28
59257,2024,41.224095,103.039148,20' from E side of office,GPS-DIF,83,2000-04-29
59303,2024,41.433756,96.511893,15'E of south gate,GPS-DIF,83,2000-04-29
59316,2024,41.433938,96.494797,"15'N & 20'W of old entrance, warehouse",GPS-DIF,83,2000-04-29
59324,2024,41.351030,97.976600,east drive on 326 Rd,DIG-DOQ,83,2018-12-11
59325,2024,41.363300,97.970030,"20' N of door, at curb",GPS-DIF,83,2000-05-02
59331,2024,41.830415,103.660932,easternmost drive (to parking lot),GOOGLE,84,2016-04-19
59338,2024,41.824286,103.659967,building,GOOGLE,84,2016-04-21
59348,2024,42.828920,102.203430,driveway on 670 Rd,DIG-DOQ,83,2010-01-22
59364,2024,40.928678,100.162227,building,GOOGLE,84,2016-04-21
59367,2024,40.949449,98.355427,On Roberts St. by mailbox,GPS-DIF,83,2001-07-31
59387,2024,40.905242,98.384433,20 yrds. S of main entrance,GPS-DIF,83,2001-07-31
59398,2024,40.913069,98.368971,Parking 20' SW of entrance,GPS-DIF,83,2001-07-31
59403,2024,40.866310,101.727904,building,GOOGLE,84,2020-02-18
59409,2024,41.139444,96.253278,north drive,DIG-DOQ,83,2014-01-21
59410,2024,41.142090,96.250120,35'N of door at 820 Burns,GPS-DIF,83,2014-01-23
59411,2024,41.138869,96.248221,40'E of door at SE corner unmarked building,GPS-DIF,83,2000-04-29
59418,2024,40.972950,97.883298,south drive,GPS-DIF,83,2014-12-08
59420,2024,42.685100,103.883190,north side building,GPS-WAAS,83,2005-10-12
59424,2024,42.624535,97.263885,NW drive onto Felber St,GPS-DIF,83,2016-04-21
59440,2024,42.681420,102.691400,30 feet east of office,GPS-WAAS,83,2005-10-20
59455,2024,40.847450,96.683110,shared drive to building to east (Shell Station),DIG-DOQ,83,2012-02-24
59461,2024,41.258856,95.941393,approximate southeast corner building,DIG-DOQ,83,2014-04-23
59501,2024,41.160485,100.997624,north drive,GOOGLE,84,2016-04-21
59509,2024,40.436565,99.391234,S side of N drive on Patrick,GPS-DIF,83,2001-06-05
59513,2024,40.435060,99.362140,Entrance Road,GPS-RAW,83,2005-03-15
59528,2024,40.439836,99.368952,between the two buildings,GOOGLE,84,2016-05-17
59536,2024,42.319804,96.492685,"parking, 8' S of center of building",GPS-DIF,83,2001-06-18
59541,2024,41.075660,97.885959,35' S of door,GPS-DIF,83,2001-07-05
59545,2024,41.723896,97.001352,"30' W of building, curb",GPS-DIF,83,2000-08-09
59550,2024,41.685692,97.482239,"W drive, 60' S building, 100' S of tanks",GPS-DIF,83,2000-08-09
59556,2024,41.691713,97.486311,"curb, 40' N of door",GPS-DIF,83,2000-08-09
59559,2024,41.307927,95.906336,probable location,DIG-DOQ,84,2015-01-15
59561,2024,41.307748,95.907191,west drive,DIG-DOQ,84,2015-01-15
59580,2024,40.696290,99.066480,west drive,DIG-DOQ,84,2015-05-26
59598,2024,41.239572,103.676571,30' E of tanks and 50' S of RR tracks,GPS-DIF,83,2000-04-29
59604,2024,40.588280,96.874540,entrance to dr(SW113)from Main/1St(Kramer St),DIG-DOQ,83,2008-02-27
59611,2024,40.292874,98.236643,drive,GOOGLE,84,2016-05-17
59634,2024,40.779561,99.740710,building,GOOGLE,84,2016-05-17
59643,2024,40.792027,96.714782,main entrance,DIG-DOQ,83,2014-05-16
59681,2024,40.871191,96.710844,drive,GOOGLE,84,2016-05-17
59682,2024,40.836541,96.652580,drive,GOOGLE,84,2016-05-17
59683,2024,40.791942,96.653427,building,GOOGLE,84,2016-05-17
59684,2024,40.754594,96.682756,drive,GOOGLE,84,2016-05-17
59685,2024,40.872020,96.624330,south drive,DIG-DOQ,83,2011-08-19
59686,2024,41.221240,96.005040,drive,DIG-DOQ,83,2013-05-03
59687,2024,40.838798,96.732162,drive,GOOGLE,84,2016-05-17
59696,2024,40.841861,96.753765,intersection of NW 24 St & W Butler St,DIG-DOQ,83,2009-10-19
59724,2024,40.853423,96.772072,drive,GOOGLE,84,2016-05-17
59725,2024,40.823690,96.701430,drive,DIG-DOQ,83,2013-03-12
59728,2024,40.843980,96.675307,"west drive at N End 31 St Cir, N of Adams",GOOGLE,84,2016-05-17
59755,2024,40.251292,99.632738,building,GOOGLE,84,2016-05-17
59763,2024,41.328984,95.944558,middle entrance from parking lot,GOOGLE,84,2019-07-29
59775,2024,41.010444,101.441782,drive,GOOGLE,84,2016-05-17
59782,2024,40.995920,99.101923,drive,DIG-DOQ,83,2014-02-05
59787,2024,42.379856,97.357489,"curb, 20' S of door",GPS-DIF,83,2001-06-18
59788,2024,41.025270,98.913580,15 feet north of north side of building,GPS-WAAS,83,2006-03-31
59790,2024,40.922745,96.891625,drive,GOOGLE,84,2021-02-01
59793,2024,41.117203,98.832651,building,DIG-DOQ,83,2014-01-09
59795,2024,41.447283,97.059285,20' WNW of entrance,GPS-DIF,83,2000-08-09
59797,2024,41.874783,103.668506,drive,GOOGLE,84,2016-05-17
59831,2024,41.316118,97.664536,"40' N of building, SW quadrant of intersection",GPS-DIF,83,2009-09-25
59832,2024,42.451928,96.412175,50' S of door,GPS-DIF,83,2001-06-18
59835,2024,41.088822,96.132740,"20'E of door on E side, 2nd & Platteview Road",GPS-DIF,83,2000-04-29
59842,2024,40.994326,99.501821,drive,DIG-DOQ,83,2014-02-05
59846,2024,40.938024,97.253792,drive,GOOGLE,84,2021-02-01
59850,2024,40.196150,100.629279,plant,GOOGLE,84,2016-05-17
59888,2024,42.091690,102.790210,driveway entrance,GPS-WAAS,83,2007-03-21
59895,2024,42.049119,97.838290,50' east of large storage tanks,GPS-DIF,83,2000-05-02
59899,2024,42.876135,100.551996,sidewalk to front door,GOOGLE,84,2016-05-17
59901,2024,40.984333,95.923345,drive,GOOGLE,84,2021-02-01
59902,2024,40.996316,99.883587,drive,GOOGLE,84,2021-02-01
59903,2024,41.314009,96.348968,driveway to parking lot,GOOGLE,84,2016-05-17
59917,2024,40.986965,96.533379,driveway,GOOGLE,84,2021-02-01
